"","ensembl_gene_id","entrezgene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","strand","description"
"19346","ENSMUSG00000110970",29846,"Olfr156","protein_coding","4",43820132,43823895,-1,"olfactory receptor 156 [Source:MGI Symbol;Acc:MGI:1352683]"
"19347","ENSMUSG00000041483",226442,"Zfp281","protein_coding","1",136552639,136557791,1,"zinc finger protein 281 [Source:MGI Symbol;Acc:MGI:3029290]"
"19348","ENSMUSG00000033685",22228,"Ucp2","protein_coding","7",100142544,100151227,1,"uncoupling protein 2 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:109354]"
"19349","ENSMUSG00000111611",100040268,"Olfr157","protein_coding","4",43830542,43840201,-1,"olfactory receptor 157 [Source:MGI Symbol;Acc:MGI:1352684]"
"19350","ENSMUSG00000071000",29845,"Olfr155","protein_coding","4",43851565,43857595,1,"olfactory receptor 155 [Source:MGI Symbol;Acc:MGI:1352681]"
"19351","ENSMUSG00000028476",53614,"Reck","protein_coding","4",43875530,43944806,1,"reversion-inducing-cysteine-rich protein with kazal motifs [Source:MGI Symbol;Acc:MGI:1855698]"
"19352","ENSMUSG00000078440",102115,"Dohh","protein_coding","10",81220262,81224186,1,"deoxyhypusine hydroxylase/monooxygenase [Source:MGI Symbol;Acc:MGI:1915964]"
"19353","ENSMUSG00000090981",NA,"Olfr718-ps1","protein_coding","5",143119769,143133336,-1,"olfactory receptor 718, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030552]"
"19354","ENSMUSG00000020435",74309,"Osbp2","protein_coding","11",3653731,3813903,-1,"oxysterol binding protein 2 [Source:MGI Symbol;Acc:MGI:1921559]"
"19355","ENSMUSG00000028883",20346,"Sema3a","protein_coding","5",13175381,13652533,1,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:MGI Symbol;Acc:MGI:107558]"
"19356","ENSMUSG00000026398",26424,"Nr5a2","protein_coding","1",136770309,136888186,-1,"nuclear receptor subfamily 5, group A, member 2 [Source:MGI Symbol;Acc:MGI:1346834]"
"19357","ENSMUSG00000113262",NA,"Gm48551","protein_coding","10",81220300,81227394,1,"predicted gene, 48551 [Source:MGI Symbol;Acc:MGI:6098103]"
"19358","ENSMUSG00000066803",171267,"Vmn1r84","protein_coding","7",12094240,12103200,-1,"vomeronasal 1 receptor 84 [Source:MGI Symbol;Acc:MGI:2159655]"
"19359","ENSMUSG00000114004",117934532,"Gm48552","protein_coding","10",81224839,81227101,1,"predicted gene, 48552 [Source:MGI Symbol;Acc:MGI:6098105]"
"19360","ENSMUSG00000040136",20927,"Abcc8","protein_coding","7",45753947,45829457,-1,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8 [Source:MGI Symbol;Acc:MGI:1352629]"
"19361","ENSMUSG00000078439",72273,"Smim24","protein_coding","10",81228885,81231226,1,"small integral membrane protein 24 [Source:MGI Symbol;Acc:MGI:1919523]"
"19362","ENSMUSG00000028480",384009,"Glipr2","protein_coding","4",43957401,43979118,1,"GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770]"
"19363","ENSMUSG00000055053",18029,"Nfic","protein_coding","10",81232020,81291469,-1,"nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]"
"19364","ENSMUSG00000047635",72650,"Mtrfr","protein_coding","5",124466152,124479907,1,"mitochondrial translation release factor in rescue [Source:MGI Symbol;Acc:MGI:1919900]"
"19365","ENSMUSG00000018372",320162,"Cep95","protein_coding","11",106680078,106710756,1,"centrosomal protein 95 [Source:MGI Symbol;Acc:MGI:2443502]"
"19366","ENSMUSG00000070999",442829,"Ccin","protein_coding","4",43983483,43985423,1,"calicin [Source:MGI Symbol;Acc:MGI:3045316]"
"19367","ENSMUSG00000028478",12757,"Clta","protein_coding","4",44004452,44032846,1,"clathrin, light polypeptide (Lca) [Source:MGI Symbol;Acc:MGI:894297]"
"19368","ENSMUSG00000029394",13445,"Cdk2ap1","protein_coding","5",124483480,124501145,-1,"CDK2 (cyclin-dependent kinase 2)-associated protein 1 [Source:MGI Symbol;Acc:MGI:1202069]"
"19369","ENSMUSG00000026074",26921,"Map4k4","protein_coding","1",39940073,40065470,1,"mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394]"
"19370","ENSMUSG00000038095",243272,"Sbno1","protein_coding","5",124506765,124564064,-1,"strawberry notch 1 [Source:MGI Symbol;Acc:MGI:2384298]"
"19371","ENSMUSG00000020434",67430,"4921536K21Rik","protein_coding","11",3836088,3845098,-1,"RIKEN cDNA 4921536K21 gene [Source:MGI Symbol;Acc:MGI:1914680]"
"19372","ENSMUSG00000036733",68035,"Rbm42","protein_coding","7",30340424,30349742,-1,"RNA binding motif protein 42 [Source:MGI Symbol;Acc:MGI:1915285]"
"19373","ENSMUSG00000047205",75219,"Dusp18","protein_coding","11",3845240,3851296,1,"dual specificity phosphatase 18 [Source:MGI Symbol;Acc:MGI:1922469]"
"19374","ENSMUSG00000048807",103710,"Slc35e4","protein_coding","11",3857021,3864664,-1,"solute carrier family 35, member E4 [Source:MGI Symbol;Acc:MGI:2144150]"
"19375","ENSMUSG00000018425",67487,"Dhx40","protein_coding","11",86659672,86698572,-1,"DEAH (Asp-Glu-Ala-His) box polypeptide 40 [Source:MGI Symbol;Acc:MGI:1914737]"
"19376","ENSMUSG00000028479",50798,"Gne","protein_coding","4",44034075,44084177,-1,"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:MGI Symbol;Acc:MGI:1354951]"
"19377","ENSMUSG00000034071",619331,"Zfp551","protein_coding","7",12149080,12156678,-1,"zinc fingr protein 551 [Source:MGI Symbol;Acc:MGI:3588205]"
"19378","ENSMUSG00000027208",14178,"Fgf7","protein_coding","2",125876578,125933105,1,"fibroblast growth factor 7 [Source:MGI Symbol;Acc:MGI:95521]"
"19379","ENSMUSG00000030708",69387,"Dnajb13","protein_coding","7",100150923,100164167,-1,"DnaJ heat shock protein family (Hsp40) member B13 [Source:MGI Symbol;Acc:MGI:1916637]"
"19380","ENSMUSG00000026981",16181,"Il1rn","protein_coding","2",24226865,24241506,1,"interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547]"
"19381","ENSMUSG00000018427",77864,"Ypel2","protein_coding","11",86827251,86884533,-1,"yippee like 2 [Source:MGI Symbol;Acc:MGI:1925114]"
"19382","ENSMUSG00000044881",68185,"Coa4","protein_coding","7",100186278,100189576,1,"cytochrome c oxidase assembly factor 4 [Source:MGI Symbol;Acc:MGI:1915435]"
"19383","ENSMUSG00000061666",66569,"Gdpd1","protein_coding","11",86924693,86964888,-1,"glycerophosphodiester phosphodiesterase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913819]"
"19384","ENSMUSG00000030386",67370,"Zfp606","protein_coding","7",12212220,12230162,1,"zinc finger protein 606 [Source:MGI Symbol;Acc:MGI:1914620]"
"19385","ENSMUSG00000034818",319586,"Celf5","protein_coding","10",81295061,81318543,-1,"CUGBP, Elav-like family member 5 [Source:MGI Symbol;Acc:MGI:2442333]"
"19386","ENSMUSG00000020495",74133,"Smg8","protein_coding","11",86968558,86977600,-1,"SMG8 nonsense mediated mRNA decay factor [Source:MGI Symbol;Acc:MGI:1921383]"
"19387","ENSMUSG00000023330",69185,"Dtwd1","protein_coding","2",125994061,126007199,1,"DTW domain containing 1 [Source:MGI Symbol;Acc:MGI:1916435]"
"19388","ENSMUSG00000030650",74424,"Tmc5","protein_coding","7",118196520,118274309,1,"transmembrane channel-like gene family 5 [Source:MGI Symbol;Acc:MGI:1921674]"
"19389","ENSMUSG00000090353",NA,"Gm17555","protein_coding","2",126057020,126058132,1,"predicted gene, 17555 [Source:MGI Symbol;Acc:MGI:4937189]"
"19390","ENSMUSG00000027222",18633,"Pex16","protein_coding","2",92205021,92211562,1,"peroxisomal biogenesis factor 16 [Source:MGI Symbol;Acc:MGI:1338829]"
"19391","ENSMUSG00000018363",66313,"Smurf2","protein_coding","11",106710892,106811541,-1,"SMAD specific E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1913563]"
"19392","ENSMUSG00000035696",73469,"Rnf38","protein_coding","4",44126210,44233789,-1,"ring finger protein 38 [Source:MGI Symbol;Acc:MGI:1920719]"
"19393","ENSMUSG00000044916",75641,"1700029I15Rik","protein_coding","2",92212883,92216053,1,"RIKEN cDNA 1700029I15 gene [Source:MGI Symbol;Acc:MGI:1916742]"
"19394","ENSMUSG00000027412",64899,"Lpin3","protein_coding","2",160722590,160747922,1,"lipin 3 [Source:MGI Symbol;Acc:MGI:1891342]"
"19395","ENSMUSG00000020238",103425,"Ncln","protein_coding","10",81322083,81332226,-1,"nicalin [Source:MGI Symbol;Acc:MGI:1926081]"
"19396","ENSMUSG00000020493",270906,"Prr11","protein_coding","11",86979979,86999534,-1,"proline rich 11 [Source:MGI Symbol;Acc:MGI:2444496]"
"19397","ENSMUSG00000020492",66140,"Ska2","protein_coding","11",87000060,87015461,1,"spindle and kinetochore associated complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913390]"
"19398","ENSMUSG00000050700",280635,"Emilin3","protein_coding","2",160748357,160754248,-1,"elastin microfibril interfacer 3 [Source:MGI Symbol;Acc:MGI:2389142]"
"19399","ENSMUSG00000020432",21452,"Tcn2","protein_coding","11",3867192,3882159,-1,"transcobalamin 2 [Source:MGI Symbol;Acc:MGI:98534]"
"19400","ENSMUSG00000049327",67956,"Kmt5a","protein_coding","5",124577993,124600371,1,"lysine methyltransferase 5A [Source:MGI Symbol;Acc:MGI:1915206]"
"19401","ENSMUSG00000026979",215632,"Psd4","protein_coding","2",24257592,24304966,1,"pleckstrin and Sec7 domain containing 4 [Source:MGI Symbol;Acc:MGI:2674093]"
"19402","ENSMUSG00000030385",73090,"2900092C05Rik","protein_coding","7",12246444,12290250,1,"RIKEN cDNA 2900092C05 gene [Source:MGI Symbol;Acc:MGI:1920340]"
"19403","ENSMUSG00000033917",56209,"Gde1","protein_coding","7",118287768,118305001,-1,"glycerophosphodiester phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1891827]"
"19404","ENSMUSG00000044199",13611,"S1pr4","protein_coding","10",81333581,81335966,-1,"sphingosine-1-phosphate receptor 4 [Source:MGI Symbol;Acc:MGI:1333809]"
"19405","ENSMUSG00000035683",17279,"Melk","protein_coding","4",44300876,44364675,1,"maternal embryonic leucine zipper kinase [Source:MGI Symbol;Acc:MGI:106924]"
"19406","ENSMUSG00000034792",14676,"Gna15","protein_coding","10",81338140,81360059,-1,"guanine nucleotide binding protein, alpha 15 [Source:MGI Symbol;Acc:MGI:95770]"
"19407","ENSMUSG00000096002",637908,"Vmn2r53","protein_coding","7",12296778,12342715,-1,"vomeronasal 2, receptor 53 [Source:MGI Symbol;Acc:MGI:3644480]"
"19408","ENSMUSG00000034781",14672,"Gna11","protein_coding","10",81364558,81381024,-1,"guanine nucleotide binding protein, alpha 11 [Source:MGI Symbol;Acc:MGI:95766]"
"19409","ENSMUSG00000029401",80291,"Rilpl2","protein_coding","5",124601328,124616429,-1,"Rab interacting lysosomal protein-like 2 [Source:MGI Symbol;Acc:MGI:1933112]"
"19410","ENSMUSG00000030706",52443,"Mrpl48","protein_coding","7",100194958,100257508,-1,"mitochondrial ribosomal protein L48 [Source:MGI Symbol;Acc:MGI:1289321]"
"19411","ENSMUSG00000029402",76167,"Snrnp35","protein_coding","5",124621197,124629187,1,"small nuclear ribonucleoprotein 35 (U11/U12) [Source:MGI Symbol;Acc:MGI:1923417]"
"19412","ENSMUSG00000014030",18507,"Pax5","protein_coding","4",44524757,44710487,-1,"paired box 5 [Source:MGI Symbol;Acc:MGI:97489]"
"19413","ENSMUSG00000029392",75695,"Rilpl1","protein_coding","5",124631143,124669454,-1,"Rab interacting lysosomal protein-like 1 [Source:MGI Symbol;Acc:MGI:1922945]"
"19414","ENSMUSG00000054452",14797,"Tle5","protein_coding","10",81395322,81402196,1,"TLE family member 5, transcriptional modulator [Source:MGI Symbol;Acc:MGI:95806]"
"19415","ENSMUSG00000027223",19099,"Mapk8ip1","protein_coding","2",92214021,92231608,-1,"mitogen-activated protein kinase 8 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1309464]"
"19416","ENSMUSG00000034493",NA,"4930556J24Rik","protein_coding","11",3887541,3926778,-1,"RIKEN cDNA 4930556J24 gene [Source:MGI Symbol;Acc:MGI:1922592]"
"19417","ENSMUSG00000018362",16647,"Kpna2","protein_coding","11",106879455,106890367,-1,"karyopherin (importin) alpha 2 [Source:MGI Symbol;Acc:MGI:103561]"
"19418","ENSMUSG00000029390",56334,"Tmed2","protein_coding","5",124678758,124688569,1,"transmembrane p24 trafficking protein 2 [Source:MGI Symbol;Acc:MGI:1929269]"
"19419","ENSMUSG00000078762",71909,"Haus5","protein_coding","7",30353136,30364419,-1,"HAUS augmin-like complex, subunit 5 [Source:MGI Symbol;Acc:MGI:1919159]"
"19420","ENSMUSG00000029389",67848,"Ddx55","protein_coding","5",124690927,124707723,1,"DEAD box helicase 55 [Source:MGI Symbol;Acc:MGI:1915098]"
"19421","ENSMUSG00000034771",21886,"Tle2","protein_coding","10",81410395,81426679,1,"transducin-like enhancer of split 2 [Source:MGI Symbol;Acc:MGI:104635]"
"19422","ENSMUSG00000057133",71389,"Chd6","protein_coding","2",160788898,160950995,-1,"chromodomain helicase DNA binding protein 6 [Source:MGI Symbol;Acc:MGI:1918639]"
"19423","ENSMUSG00000078607",69066,"1810010H24Rik","protein_coding","11",106916507,106921269,1,"RIKEN cDNA 1810010H24 gene [Source:MGI Symbol;Acc:MGI:1916316]"
"19424","ENSMUSG00000020430",64934,"Pes1","protein_coding","11",3913975,3930004,1,"pescadillo ribosomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1890613]"
"19425","ENSMUSG00000029388",209354,"Eif2b1","protein_coding","5",124708276,124717194,-1,"eukaryotic translation initiation factor 2B, subunit 1 (alpha) [Source:MGI Symbol;Acc:MGI:2384802]"
"19426","ENSMUSG00000096593",666085,"Vmn2r54","protein_coding","7",12347766,12374246,-1,"vomeronasal 2, receptor 54 [Source:MGI Symbol;Acc:MGI:3704110]"
"19427","ENSMUSG00000049761",NA,"Pmis2","protein_coding","7",30370147,30371030,-1,"PMIS2 transmembrane protein [Source:MGI Symbol;Acc:MGI:1922177]"
"19428","ENSMUSG00000047517",12945,"Dmbt1","protein_coding","7",130633776,130723357,1,"deleted in malignant brain tumors 1 [Source:MGI Symbol;Acc:MGI:106210]"
"19429","ENSMUSG00000018548",68729,"Trim37","protein_coding","11",87017903,87111509,1,"tripartite motif-containing 37 [Source:MGI Symbol;Acc:MGI:2153072]"
"19430","ENSMUSG00000035649",319885,"Zcchc7","protein_coding","4",44755877,44932215,1,"zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]"
"19431","ENSMUSG00000029387",209357,"Gtf2h3","protein_coding","5",124717203,124735743,1,"general transcription factor IIH, polypeptide 3 [Source:MGI Symbol;Acc:MGI:1277143]"
"19432","ENSMUSG00000060131",241633,"Atp8b4","protein_coding","2",126162893,126342594,-1,"ATPase, class I, type 8B, member 4 [Source:MGI Symbol;Acc:MGI:1859664]"
"19433","ENSMUSG00000118662",67978,"Tctn2","protein_coding","5",124736812,124765803,1,"tectonic family member 2 [Source:MGI Symbol;Acc:MGI:1915228]"
"19434","ENSMUSG00000026319",227446,"Relch","protein_coding","1",105591586,105682916,1,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:MGI Symbol;Acc:MGI:1922832]"
"19435","ENSMUSG00000035637",76238,"Grhpr","protein_coding","4",44981395,44990734,1,"glyoxylate reductase/hydroxypyruvate reductase [Source:MGI Symbol;Acc:MGI:1923488]"
"19436","ENSMUSG00000049721",53897,"Gal3st1","protein_coding","11",3933636,3949326,1,"galactose-3-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1858277]"
"19437","ENSMUSG00000029439",231769,"Sfswap","protein_coding","5",129578285,129648448,1,"splicing factor SWAP [Source:MGI Symbol;Acc:MGI:101760]"
"19438","ENSMUSG00000034758",114606,"Tle6","protein_coding","10",81426738,81436907,-1,"transducin-like enhancer of split 6 [Source:MGI Symbol;Acc:MGI:2149593]"
"19439","ENSMUSG00000046442",320472,"Ppm1e","protein_coding","11",87117732,87249849,-1,"protein phosphatase 1E (PP2C domain containing) [Source:MGI Symbol;Acc:MGI:2444096]"
"19440","ENSMUSG00000049657",230119,"Zbtb5","protein_coding","4",44991242,45012412,-1,"zinc finger and BTB domain containing 5 [Source:MGI Symbol;Acc:MGI:1924601]"
"19441","ENSMUSG00000019368",103655,"Sec14l4","protein_coding","11",3981462,3998024,1,"SEC14-like lipid binding 4 [Source:MGI Symbol;Acc:MGI:2144095]"
"19442","ENSMUSG00000013083",69147,"2200002J24Rik","protein_coding","7",30398351,30399961,1,"RIKEN cDNA 2200002J24 gene [Source:MGI Symbol;Acc:MGI:1916397]"
"19443","ENSMUSG00000013668",233918,"4933402N03Rik","protein_coding","7",130739442,130748043,-1,"RIKEN cDNA 4933402N03 gene [Source:MGI Symbol;Acc:MGI:1914681]"
"19444","ENSMUSG00000029436",23948,"Mmp17","protein_coding","5",129661233,129688163,1,"matrix metallopeptidase 17 [Source:MGI Symbol;Acc:MGI:1346076]"
"19445","ENSMUSG00000026976",18510,"Pax8","protein_coding","2",24310572,24365611,-1,"paired box 8 [Source:MGI Symbol;Acc:MGI:97492]"
"19446","ENSMUSG00000028318",64424,"Polr1e","protein_coding","4",45018583,45036565,1,"polymerase (RNA) I polypeptide E [Source:MGI Symbol;Acc:MGI:1929022]"
"19447","ENSMUSG00000033904",101565,"Ccp110","protein_coding","7",118311775,118336247,1,"centriolar coiled coil protein 110 [Source:MGI Symbol;Acc:MGI:2141942]"
"19448","ENSMUSG00000051034",22648,"Zfp11","protein_coding","5",129731657,129747163,-1,"zinc finger protein 11 [Source:MGI Symbol;Acc:MGI:99156]"
"19449","ENSMUSG00000034219",74222,"Septin14","protein_coding","5",129760455,129785576,-1,"septin 14 [Source:MGI Symbol;Acc:MGI:1921472]"
"19450","ENSMUSG00000040481",207165,"Bptf","protein_coding","11",106923907,107022953,-1,"bromodomain PHD finger transcription factor [Source:MGI Symbol;Acc:MGI:2444008]"
"19451","ENSMUSG00000074862",NA,"BC025920","protein_coding","10",81442104,81456537,1,"cDNA sequence BC025920 [Source:MGI Symbol;Acc:MGI:2670983]"
"19452","ENSMUSG00000034748",50721,"Sirt6","protein_coding","10",81457619,81463631,-1,"sirtuin 6 [Source:MGI Symbol;Acc:MGI:1354161]"
"19453","ENSMUSG00000034211",66258,"Mrps17","protein_coding","5",129792561,129799620,1,"mitochondrial ribosomal protein S17 [Source:MGI Symbol;Acc:MGI:1913508]"
"19454","ENSMUSG00000091045",100042499,"Vmn2r55","protein_coding","7",12385633,12418930,-1,"vomeronasal 2, receptor 55 [Source:MGI Symbol;Acc:MGI:3757950]"
"19455","ENSMUSG00000029432",14467,"Nipsnap2","protein_coding","5",129802127,129835391,1,"nipsnap homolog 2 [Source:MGI Symbol;Acc:MGI:1278343]"
"19456","ENSMUSG00000030704",19346,"Rab6a","protein_coding","7",100256617,100290475,1,"RAB6A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:894313]"
"19457","ENSMUSG00000075415",14269,"Fnbp1","protein_coding","2",30916218,31032020,-1,"formin binding protein 1 [Source:MGI Symbol;Acc:MGI:109606]"
"19458","ENSMUSG00000054708",70615,"Ankrd24","protein_coding","10",81464374,81483444,1,"ankyrin repeat domain 24 [Source:MGI Symbol;Acc:MGI:1890394]"
"19459","ENSMUSG00000048232",269529,"Fbxo10","protein_coding","4",45034247,45084604,-1,"F-box protein 10 [Source:MGI Symbol;Acc:MGI:2686937]"
"19460","ENSMUSG00000007646",114714,"Rad51c","protein_coding","11",87267471,87295780,-1,"RAD51 paralog C [Source:MGI Symbol;Acc:MGI:2150020]"
"19461","ENSMUSG00000029446",100678,"Psph","protein_coding","5",129842622,129864513,-1,"phosphoserine phosphatase [Source:MGI Symbol;Acc:MGI:97788]"
"19462","ENSMUSG00000090762",629079,"Vmn2r56","protein_coding","7",12422648,12468931,-1,"vomeronasal 2, receptor 56 [Source:MGI Symbol;Acc:MGI:3695438]"
"19463","ENSMUSG00000054986",380683,"Sec14l3","protein_coding","11",4014841,4027736,1,"SEC14-like lipid binding 3 [Source:MGI Symbol;Acc:MGI:3617848]"
"19464","ENSMUSG00000078713",68512,"Tomm5","protein_coding","4",45105208,45108114,-1,"translocase of outer mitochondrial membrane 5 [Source:MGI Symbol;Acc:MGI:1915762]"
"19465","ENSMUSG00000025538",67902,"Sumf2","protein_coding","5",129875827,129892891,1,"sulfatase modifying factor 2 [Source:MGI Symbol;Acc:MGI:1915152]"
"19466","ENSMUSG00000006204",71395,"Cdcp3","protein_coding","7",130776131,130908180,1,"CUB domain containing protein 3 [Source:MGI Symbol;Acc:MGI:1918645]"
"19467","ENSMUSG00000035615",666060,"Frmpd1","protein_coding","4",45184875,45285936,1,"FERM and PDZ domain containing 1 [Source:MGI Symbol;Acc:MGI:2446274]"
"19468","ENSMUSG00000096856",100233208,"Gm10778","protein_coding","10",81484893,81503195,1,"predicted gene 10778 [Source:MGI Symbol;Acc:MGI:3809656]"
"19469","ENSMUSG00000004748",67900,"Mtfp1","protein_coding","11",4041480,4045445,-1,"mitochondrial fission process 1 [Source:MGI Symbol;Acc:MGI:1916686]"
"19470","ENSMUSG00000096795",73610,"Zfp433","protein_coding","10",81540659,81562520,1,"zinc finger protein 433 [Source:MGI Symbol;Acc:MGI:1920860]"
"19471","ENSMUSG00000010342",83560,"Tex14","protein_coding","11",87295891,87446649,1,"testis expressed gene 14 [Source:MGI Symbol;Acc:MGI:1933227]"
"19472","ENSMUSG00000026073",16178,"Il1r2","protein_coding","1",40113239,40164391,1,"interleukin 1 receptor, type II [Source:MGI Symbol;Acc:MGI:96546]"
"19473","ENSMUSG00000094622",100040944,"Gm3055","protein_coding","10",81578655,81606995,-1,"predicted gene 3055 [Source:MGI Symbol;Acc:MGI:3809197]"
"19474","ENSMUSG00000094076",NA,"Gm4767","protein_coding","10",81648020,81662324,1,"predicted gene 4767 [Source:MGI Symbol;Acc:MGI:3644409]"
"19475","ENSMUSG00000025537",18682,"Phkg1","protein_coding","5",129892262,129927390,-1,"phosphorylase kinase gamma 1 [Source:MGI Symbol;Acc:MGI:97579]"
"19476","ENSMUSG00000112640",102635315,"Gm32687","protein_coding","10",81699768,81716915,1,"predicted gene, 32687 [Source:MGI Symbol;Acc:MGI:5591846]"
"19477","ENSMUSG00000070822",232875,"Zscan18","protein_coding","7",12502017,12537562,-1,"zinc finger and SCAN domain containing 18 [Source:MGI Symbol;Acc:MGI:3643810]"
"19478","ENSMUSG00000096718",331188,"Zfp781","protein_coding","10",81737745,81766314,-1,"zinc finger protein 781 [Source:MGI Symbol;Acc:MGI:3696710]"
"19479","ENSMUSG00000035601",69934,"Trmt10b","protein_coding","4",45297127,45316131,1,"tRNA methyltransferase 10B [Source:MGI Symbol;Acc:MGI:1917184]"
"19480","ENSMUSG00000026321",21934,"Tnfrsf11a","protein_coding","1",105708443,105775709,1,"tumor necrosis factor receptor superfamily, member 11a, NFKB activator [Source:MGI Symbol;Acc:MGI:1314891]"
"19481","ENSMUSG00000061371",408062,"Zfp873","protein_coding","10",81883957,81900579,1,"zinc finger protein 873 [Source:MGI Symbol;Acc:MGI:3040689]"
"19482","ENSMUSG00000070493",14004,"Chchd2","protein_coding","5",129909997,129916311,-1,"coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:MGI Symbol;Acc:MGI:1261428]"
"19483","ENSMUSG00000040205",16433,"Cuzd1","protein_coding","7",130910283,130924021,-1,"CUB and zona pellucida-like domains 1 [Source:MGI Symbol;Acc:MGI:1202881]"
"19484","ENSMUSG00000112160",666584,"BC024063","protein_coding","10",81919187,81947050,1,"cDNA sequence BC024063 [Source:MGI Symbol;Acc:MGI:2670978]"
"19485","ENSMUSG00000078435",216177,"AU041133","protein_coding","10",81963847,81988899,1,"expressed sequence AU041133 [Source:MGI Symbol;Acc:MGI:2143755]"
"19486","ENSMUSG00000034173",71970,"Zbed5","protein_coding","5",129924564,129932464,1,"zinc finger, BED type containing 5 [Source:MGI Symbol;Acc:MGI:1919220]"
"19487","ENSMUSG00000057894",67230,"Zfp329","protein_coding","7",12538904,12552785,-1,"zinc finger protein 329 [Source:MGI Symbol;Acc:MGI:1921283]"
"19488","ENSMUSG00000062931",237411,"Zfp938","protein_coding","10",82060684,82077114,-1,"zinc finger protein 938 [Source:MGI Symbol;Acc:MGI:3621440]"
"19489","ENSMUSG00000095789",69034,"Nupr1l","protein_coding","5",129937381,129942630,1,"nuclear protein transcriptional regulator 1 like [Source:MGI Symbol;Acc:MGI:1923099]"
"19490","ENSMUSG00000005553",11944,"Atp4a","protein_coding","7",30411634,30424959,1,"ATPase, H+/K+ exchanging, gastric, alpha polypeptide [Source:MGI Symbol;Acc:MGI:88113]"
"19491","ENSMUSG00000051951",497097,"Xkr4","protein_coding","1",3276124,3741721,-1,"X-linked Kx blood group related 4 [Source:MGI Symbol;Acc:MGI:3528744]"
"19492","ENSMUSG00000044581",102635990,"4932415D10Rik","protein_coding","10",82117950,82152416,-1,"RIKEN cDNA 4932415D10 gene [Source:MGI Symbol;Acc:MGI:3045298]"
"19493","ENSMUSG00000018433",68979,"Nol11","protein_coding","11",107057489,107080207,-1,"nucleolar protein 11 [Source:MGI Symbol;Acc:MGI:1916229]"
"19494","ENSMUSG00000073427",237412,"Gm4924","protein_coding","10",82190089,82258716,1,"predicted gene 4924 [Source:MGI Symbol;Acc:MGI:3643133]"
"19495","ENSMUSG00000066735",69568,"Vkorc1l1","protein_coding","5",129970811,130015533,1,"vitamin K epoxide reductase complex, subunit 1-like 1 [Source:MGI Symbol;Acc:MGI:1916818]"
"19496","ENSMUSG00000028322",66362,"Exosc3","protein_coding","4",45316613,45342732,-1,"exosome component 3 [Source:MGI Symbol;Acc:MGI:1913612]"
"19497","ENSMUSG00000094186",432480,"Gm1553","protein_coding","10",82322371,82328452,-1,"predicted gene 1553 [Source:MGI Symbol;Acc:MGI:2686399]"
"19498","ENSMUSG00000025534",110006,"Gusb","protein_coding","5",130017852,130031890,-1,"glucuronidase, beta [Source:MGI Symbol;Acc:MGI:95872]"
"19499","ENSMUSG00000025900",19888,"Rp1","protein_coding","1",4069780,4479464,-1,"retinitis pigmentosa 1 (human) [Source:MGI Symbol;Acc:MGI:1341105]"
"19500","ENSMUSG00000020246",67933,"Hcfc2","protein_coding","10",82531994,82578262,1,"host cell factor C2 [Source:MGI Symbol;Acc:MGI:1915183]"
"19501","ENSMUSG00000035572",242418,"Dcaf10","protein_coding","4",45342101,45379759,1,"DDB1 and CUL4 associated factor 10 [Source:MGI Symbol;Acc:MGI:2140179]"
"19502","ENSMUSG00000026072",16177,"Il1r1","protein_coding","1",40264240,40356417,1,"interleukin 1 receptor, type I [Source:MGI Symbol;Acc:MGI:96545]"
"19503","ENSMUSG00000020248",18045,"Nfyb","protein_coding","10",82584535,82599978,-1,"nuclear transcription factor-Y beta [Source:MGI Symbol;Acc:MGI:97317]"
"19504","ENSMUSG00000025533",109900,"Asl","protein_coding","5",130040099,130058088,-1,"argininosuccinate lyase [Source:MGI Symbol;Acc:MGI:88084]"
"19505","ENSMUSG00000045973",230125,"Slc25a51","protein_coding","4",45395923,45408766,-1,"solute carrier family 25, member 51 [Source:MGI Symbol;Acc:MGI:2684984]"
"19506","ENSMUSG00000030858",69318,"Fam24b","protein_coding","7",130927673,130931245,-1,"family with sequence similarity 24 member B [Source:MGI Symbol;Acc:MGI:1916568]"
